Адрес: ;123308, Москва, Мневники 6;;;;;;;;;;;
Код;Наименование;Категория;Жанр;Формат;Хроно- метраж (Ч:М:С);Цена (руб.);Цена в App Store (руб.);Цена ($);Возрастная категория;Нец. брань;Эротическое содержание;В заказ
2002607;"Аудиокнига. Арьяр Ирмата ""Академия Тьмы и Теней. Книга 1. Телохранительница его темнейшества"" (Читают: Жарова Алевтина)";Книга;Фантастика;MP3;14:32:28;279,00;379,00;-;16+;-;-;
2002692;"Аудиокнига. Арьяр Ирмата ""Академия Тьмы и Теней. Книга 2. Советница его темнейшества"" (Читают: Жарова Алевтина)";Книга;Фантастика;MP3;14:53:48;279,00;379,00;-;16+;-;-;
2002629;"Аудиокнига. Арьяр Ирмата, Зволинская Ирина  ""Варвара и драконий хвост"" (Читают: Шелякина Наталья)";Книга;Фантастика;MP3;9:00:04;279,00;379,00;-;16+;-;-;
2000670;"Аудиокнига. Асбьернсен Петер Кристен ""Нильс и королевские зайцы"" (Исполняют: Литвинов Н., Александрович Н., Эфрон Н. и др.)";Спектакль;Детская литература;MP3;0:28:40;149,00;179,00;-;0+;-;-;
2000325;"Аудиокнига. Аудиогид  ""Мистическая Москва"" (Читают: Броцкая Леонтина)";Книга;Путеводитель;MP3;4:59:34;149,00;179,00;-;6+;-;-;
2000326;"Аудиокнига. Аудиогид  ""Путеводитель по Лондону"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;5:04:52;149,00;179,00;-;6+;-;-;
2000327;"Аудиокнига. Аудиогид  ""Путеводитель по Лувру"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;7:01:42;149,00;179,00;-;6+;-;-;
2000328;"Аудиокнига. Аудиогид  ""Путеводитель по Мадриду"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:55:51;149,00;179,00;-;6+;-;-;
2000329;"Аудиокнига. Аудиогид  ""Путеводитель по Москве. Кремль, Красная Площадь, исторический центр."" (Читают: Моцарь Валентина)";Книга;Путеводитель;MP3;4:30:32;149,00;179,00;-;6+;-;-;
2000330;"Аудиокнига. Аудиогид  ""Путеводитель по Нью-Йорку"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:54:49;149,00;179,00;-;6+;-;-;
2000331;"Аудиокнига. Аудиогид  ""Путеводитель по Парижу"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:20:26;149,00;179,00;-;6+;-;-;
2000332;"Аудиокнига. Аудиогид  ""Путеводитель по Пекину"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:03:07;149,00;179,00;-;6+;-;-;
2000333;"Аудиокнига. Аудиогид  ""Путеводитель по Праге"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:57:42;149,00;179,00;-;6+;-;-;
2000334;"Аудиокнига. Аудиогид  ""Путеводитель по Пушкинскому музею"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:16:07;149,00;179,00;-;6+;-;-;
2000335;"Аудиокнига. Аудиогид  ""Путеводитель по Риму"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;5:00:39;149,00;179,00;-;6+;-;-;
2000336;"Аудиокнига. Аудиогид  ""Путеводитель по Третьяковской галерее"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;4:42:05;149,00;179,00;-;6+;-;-;
2000337;"Аудиокнига. Аудиогид  ""Путеводитель по улицам Москвы"" (Читают: Моцарь Валентина)";Книга;Путеводитель;MP3;5:45:59;149,00;179,00;-;6+;-;-;
2000338;"Аудиокнига. Аудиогид  ""Путеводитель по Эрмитажу"" (Читают: Баринов Александр)";Книга;Путеводитель;MP3;5:16:33;149,00;179,00;-;6+;-;-;
2001099;"Аудиокнига. Аудиокурс  ""X-Polyglossum English. Английский в дороге. Курс для начинающих"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;10:20:35;219,00;279,00;-;6+;-;-;
2001101;"Аудиокнига. Аудиокурс  ""X-Polyglossum English. Английский в дороге. Курс уровня Advanced"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;10:04:16;219,00;279,00;-;6+;-;-;
2001100;"Аудиокнига. Аудиокурс  ""X-Polyglossum English. Английский в дороге. Курс уровня Intermediate"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;10:21:44;219,00;279,00;-;6+;-;-;
2001102;"Аудиокнига. Аудиокурс  ""X-Polyglossum English. Курс для начинающих"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;10:38:59;219,00;279,00;-;6+;-;-;
2001104;"Аудиокнига. Аудиокурс  ""X-Polyglossum English. Курс уровня Advanced"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;8:55:00;219,00;279,00;-;6+;-;-;
2001103;"Аудиокнига. Аудиокурс  ""X-Polyglossum English. Курс уровня Intermediate"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;10:34:45;219,00;279,00;-;6+;-;-;
2001091;"Аудиокнига. Аудиокурс  ""Английский язык для делового общения"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;2:17:30;149,00;179,00;-;6+;-;-;
2001092;"Аудиокнига. Аудиокурс  ""Английский язык для отдыха за рубежом"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;2:59:20;149,00;179,00;-;6+;-;-;
2001093;"Аудиокнига. Аудиокурс  ""Английский язык для студентов"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;2:23:03;149,00;179,00;-;6+;-;-;
2000775;"Аудиокнига. Аудиокурс  ""Английский язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;1:34:25;219,00;279,00;-;6+;-;-;
2001105;"Аудиокнига. Аудиокурс  ""Испанский язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;0:47:17;219,00;279,00;-;6+;-;-;
2001106;"Аудиокнига. Аудиокурс  ""Итальянский язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;0:36:30;219,00;279,00;-;6+;-;-;
2001107;"Аудиокнига. Аудиокурс  ""Как бросить курить. Легко!"" (Читают: профессиональные дикторы )";Курс;Саморазвитие;MP3;0:35:36;99,00;179,00;-;6+;-;-;
2001051;"Аудиокнига. Аудиокурс  ""Китайский язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;0:43:12;219,00;279,00;-;6+;-;-;
2000676;"Аудиокнига. Аудиокурс  ""Немецкий язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;1:33:33;219,00;279,00;-;6+;-;-;
2000787;"Аудиокнига. Аудиокурс  ""Турецкий язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;00:38:37;219,00;279,00;-;6+;-;-;
2000628;"Аудиокнига. Аудиокурс  ""Французский язык за 2 недели"" (Читают: профессиональные дикторы )";Курс;Учебная литература;MP3;1:37:12;219,00;279,00;-;6+;-;-;
